cik,company_name,executive_name,title_context
0001745999,Beam Therapeutics Inc.,Delivery Technology,Vice President of Pharmaceutical Sciences and Delivery Technology
0001745999,Beam Therapeutics Inc.,Portfolio Leadership,"April 2017, most recently serving as Senior Vice President for Corporate Development and Portfolio Leadership. At Agios, Mr.&nbsp;Evans served as IDH Portfolio Executive, providing strategic and opera"
0001745999,Beam Therapeutics Inc.,At Agios,"April 2017, most recently serving as Senior Vice President for Corporate Development and Portfolio Leadership. At Agios, Mr.&nbsp;Evans served as IDH Portfolio Executive, providing strategic and opera"
0001745999,Beam Therapeutics Inc.,Portfolio Executive,"April 2017, most recently serving as Senior Vice President for Corporate Development and Portfolio Leadership. At Agios, Mr.&nbsp;Evans served as IDH Portfolio Executive, providing strategic and opera"
0001745999,Beam Therapeutics Inc.,Collaborative Research,"he served as Vice President and Head of Collaborative Research at Boehringer Ingelheim, where he had responsibility for external research. Prior to Boehringer Ingelheim, he spent 14 years at"
0001745999,Beam Therapeutics Inc.,Boehringer Ingelheim,"he served as Vice President and Head of Collaborative Research at Boehringer Ingelheim, where he had responsibility for external research. Prior to Boehringer Ingelheim, he spent 14 years at"
0001745999,Beam Therapeutics Inc.,Kristina Burow,Non-employee directors Kristina Burow has served on our Board of Directors since 2017. Ms.&nbsp;Burow is a Managing Director with ARCH Venture Partners. Ms.&nbsp;Burow is focused on the creation and d
0001745999,Beam Therapeutics Inc.,Scholar Rock,"Lycera, BlackThorn Therapeutics, Sienna Biopharmaceuticals, Metacrine, Scholar Rock, Unity Biotechnology, Pretzel Therapeutics, Llama Therapeutics, AgBiome, AgTech Accelerator and Vir Biotechnology. S"
0001745999,Beam Therapeutics Inc.,Sapphire Energy,"Receptos. Ms.&nbsp;Burow has participated in a number of other ARCH portfolio companies including Siluria Technologies, Kythera Biopharmaceuticals, Ikaria and was a co-founder and board member of Sapp"
0001745999,Beam Therapeutics Inc.,Novartis Research,"BioMedical Research (NIBR), a member of the Executive Committee of Novartis, AG, and served on the Board of Directors of Novartis International Pharmaceutical LTD and Chaired the Board of Directors of"
0001745999,Beam Therapeutics Inc.,Cardiovascular Research,"Foundation. Prior to his time at NIBR, he was the Founding Director of the Cardiovascular Research Center and Chief of Cardiology at Massachusetts General Hospital. Dr.&nbsp;Fishman also has served as"
0001745999,Beam Therapeutics Inc.,Carole Ho,"Carole Ho, M.D. has served on our Board of Directors since 2018. Dr. Ho has served as the Chief Medical Officer and Head of Development of Denali"
0001745999,Beam Therapeutics Inc.,Development Vaccines,"Vice President for Pharmaceutical Sciences and Delivery Technologies since July 2018. Prior to joining Beam Therapeutics, Dr.&nbsp;Singh was the Global Head Drug Product Development Vaccines, Senior D"
0001745999,Beam Therapeutics Inc.,American Association,"American Association of Pharmaceutical Scientists in 2011. Dr.&nbsp;Singh holds a Ph.D. in Pharmaceutics and Drug Delivery from the National Institute of Immunology in New Delhi, India. Courtney Walla"
0001745999,Beam Therapeutics Inc.,New Delhi,"American Association of Pharmaceutical Scientists in 2011. Dr.&nbsp;Singh holds a Ph.D. in Pharmaceutics and Drug Delivery from the National Institute of Immunology in New Delhi, India. Courtney Walla"
0001745999,Beam Therapeutics Inc.,Academic Consulting,"Founder academic consulting agreements On March&nbsp;1, 2017, we entered into Academic Consulting Agreements with each of David Liu, Feng Zhang and Keith Joung, or the Founders, pursuant to which the "
0001745999,Beam Therapeutics Inc.,David Liu,"Founder academic consulting agreements On March&nbsp;1, 2017, we entered into Academic Consulting Agreements with each of David Liu, Feng Zhang and Keith Joung, or the Founders, pursuant to which the "
0001745999,Beam Therapeutics Inc.,Feng Zhang,"Founder academic consulting agreements On March&nbsp;1, 2017, we entered into Academic Consulting Agreements with each of David Liu, Feng Zhang and Keith Joung, or the Founders, pursuant to which the "
0001538928,Viamet Pharmaceuticals Holdings LLC,Robert J. Schotzinger,"Robert J. Schotzinger, M.D., Ph.D., our President and Chief Executive Officer, and Richard D. Katz, M.D., our Chief Business and Financial Officer, as well as the other principal members of our manage"
0001538928,Viamet Pharmaceuticals Holdings LLC,Richard D. Katz,"Robert J. Schotzinger, M.D., Ph.D., our President and Chief Executive Officer, and Richard D. Katz, M.D., our Chief Business and Financial Officer, as well as the other principal members of our manage"
0001538928,Viamet Pharmaceuticals Holdings LLC,Case Western,president of drug development. Dr.&nbsp;Schotzinger received his B.S. in pharmacy from the Ohio State University and a Ph.D. degree in pharmacology and a medical degree from Case Western Reserve Unive
0001538928,Viamet Pharmaceuticals Holdings LLC,Hatteras Venture,"directors of VPI since May 2007 and as our chairman since April 2011. Since 2007, he has been a general partner at Hatteras Venture Partners, or Hatteras, a venture capital firm that invests in early "
0001538928,Viamet Pharmaceuticals Holdings LLC,Business Advisory,"Cadus Pharmaceutical Corporation), where she was a founding scientist. Dr.&nbsp;Silverman currently serves as a member of the board of directors of several private life sciences companies. She serves "
0001538928,Viamet Pharmaceuticals Holdings LLC,Kettering Cancer,"Institute&#146;s SBIR review panel, and the Board of Directors of the Science Club for Girls. Dr.&nbsp;Silverman was a postdoctoral fellow at the Memorial Sloan-Kettering Cancer Center and Princeton U"
0001538928,Viamet Pharmaceuticals Holdings LLC,Structure Our,in office. Board Leadership Structure Our corporate governance guidelines provide that the roles of chairman of the board and chief executive officer may be separated or combined. Our board of directo
0001538928,Viamet Pharmaceuticals Holdings LLC,Good Reason,"chief executive officer). &#147;Good Reason&#148; means, the occurrence, without the executive&#146;s prior written consent,"
0001538928,Viamet Pharmaceuticals Holdings LLC,Advance Notice,"law, special meetings of our stockholders can only be called by our chairman of the board, our Chief Executive Officer or our board of directors. Advance Notice Requirements for Stockholder Proposals"
0001614067,"Aridis Pharmaceuticals, Inc.",Vu Truong,"upon our ability to attract and retain qualified scientific and technical personnel, consultants and advisors. We depend greatly on our founders Dr.&nbsp;Vu Truong, our Chief Executive Officer,"
0001614067,"Aridis Pharmaceuticals, Inc.",The Chief,each director shall be for four&nbsp;years. The Chief Executive Officer and Chief Financial Officer of SABC will be approved by unanimous consent of the Board of Directors of SABC. The term of SABC
0001614067,"Aridis Pharmaceuticals, Inc.",Elucida Oncology,"Mr.&nbsp;Blech is the co-founder and vice chairman of Elucida Oncology Inc., which he has been at since 2013. Mr. Blech is the co-founder and vice chairman at Centrexion Therapeutics Corp., which he"
0001614067,"Aridis Pharmaceuticals, Inc.",Wolfgang Dummer,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Wolfgang Dummer, M.D., Ph.D, Chief Medical Officer. &nbsp;&nbsp;&nbsp;&nbsp;Dr.&nbsp;Dummer was hired as our Chief Medical Officer in March&nbsp;2018."
0001656634,"Gritstone Oncology, Inc.",Timothy Chan,"TSNA as targets for the immune system was first recognized in 2014 and 2015 in patients treated with checkpoint inhibitors by two of our co-founders, Dr. Timothy Chan and Dr.&nbsp;Naiyer Rizvi. Levera"
0001656634,"Gritstone Oncology, Inc.",Naiyer Rizvi,"TSNA as targets for the immune system was first recognized in 2014 and 2015 in patients treated with checkpoint inhibitors by two of our co-founders, Dr. Timothy Chan and Dr.&nbsp;Naiyer Rizvi. Levera"
0001656634,"Gritstone Oncology, Inc.",Andrew Allen,"Medicine, Inc. Our co-founder Dr.&nbsp;Andrew Allen brings experience as a co-founder and Chief Medical Officer of Clovis Oncology, Inc., with prior experience in"
0001656634,"Gritstone Oncology, Inc.",Clovis Oncology,"Medicine, Inc. Our co-founder Dr.&nbsp;Andrew Allen brings experience as a co-founder and Chief Medical Officer of Clovis Oncology, Inc., with prior experience in"
0001656634,"Gritstone Oncology, Inc.",The Nasdaq,"requirements of The Nasdaq Global Market and the SEC, directors and officers liability insurance premiums and investor relations activities. Allocated expenses consist of rent expenses related to our "
0001656634,"Gritstone Oncology, Inc.",Kettering Cancer,"leading biotechnology companies, including Clovis Oncology, Inc., Pfizer Inc., Genentech, Inc. and Foundation Medicine, Inc. Our co-founder Dr.&nbsp;Andrew Allen brings experience as a co-founder and "
0001656634,"Gritstone Oncology, Inc.",Jayant Aphale,"companies, including his service as our chief executive officer. Jayant Aphale, Ph.D. has served as our Executive Vice President,"
0001656634,"Gritstone Oncology, Inc.",Thermo Fisher,"serving as vice president, corporate and business development. Previously, he held roles in business development, marketing and product management across multiple divisions of Thermo Fisher Scientific"
0001656634,"Gritstone Oncology, Inc.",Karin Jooss,"Pennsylvania State University. Karin Jooss, Ph.D. has served as our Executive Vice President of Research and Chief Scientific Officer"
0001656634,"Gritstone Oncology, Inc.",Claude Bernard,"Claude Bernard in Lyon, France. At the L&eacute;on B&eacute;rard Comprehensive Cancer Center in Lyon, Dr.&nbsp;Rousseau was head of the pediatric translational research program. Earlier in his career,"
0001656634,"Gritstone Oncology, Inc.",Comprehensive Cancer,"Claude Bernard in Lyon, France. At the L&eacute;on B&eacute;rard Comprehensive Cancer Center in Lyon, Dr.&nbsp;Rousseau was head of the pediatric translational research program. Earlier in his career,"
0001656634,"Gritstone Oncology, Inc.",Richard Heyman,"Richard Heyman, Ph.D. has served as a member of our board of directors since November 2015. Dr.&nbsp;Heyman is executive chairman and co-founder of Metacrine, Inc., a biotechnology company developing "
0001656634,"Gritstone Oncology, Inc.",Nicholas Simon,"the transaction. Nicholas Simon, who is a member of our board of directors, is an affiliate of Clarus Lifesciences III, L.P."
0001734517,"Viela Bio, Inc.",Our Chairman,"commercialization. Our Chairman and Chief Executive Officer, Zhengbin (Bing) Yao, Ph.D., has more than 20 years&#146; experience in the biopharmaceutical industry, with a track record of leading the s"
0001734517,"Viela Bio, Inc.",Aaron Ren,"Aaron Ren, Ph.D. , has served as our Vice President, Head of Business Development and Operations since February 2018, managing"
0001734517,"Viela Bio, Inc.",Certified Public,University and is a Certified Public Accountant in California. We believe Mr. Nolet is qualified to serve as a member of our board of directors based on his experience as a long-time audit partner and
0001734517,"Viela Bio, Inc.",Greater China,"has been a co-founder and managing partner of Boyu Capital since June 2011. From October 2008 to April 2011, he was the head of Greater China and managing director of Providence Equity Partners. Prior"
0001734517,"Viela Bio, Inc.",Providence Equity,"has been a co-founder and managing partner of Boyu Capital since June 2011. From October 2008 to April 2011, he was the head of Greater China and managing director of Providence Equity Partners. Prior"
0001734517,"Viela Bio, Inc.",Alibaba Pictures,"has been an independent non-executive director of Alibaba Pictures Group Limited, an internet film and television company, since June 2014. He has been a non-executive director of WuXi AppTec Co., Ltd"
0001734517,"Viela Bio, Inc.",Andreas Wicki,"Andreas Wicki, Ph.D. , has served as a member of our board of directors since June 2019. Dr.&nbsp;Wicki is a life sciences entrepreneur and"
0001734517,"Viela Bio, Inc.",European Analytical,"the Senior Vice President of the European Analytical Operations at MDS Inc. From 1990 to 1998, he was co-owner and Chief Executive Officer of ANAWA Laboratorien AG and Clinserve AG, two life sciences "
0001734517,"Viela Bio, Inc.",Bing Yao,"directors is currently chaired by Bing Yao, who also serves as our President and Chief Executive Officer. Our board of directors does not have a policy regarding the separation of the roles of Chief E"
0001734517,"Viela Bio, Inc.",Tyrell Rivers,"AstraZeneca beneficially owned more than 5% of our outstanding capital stock as a result of the Series A-1 Financing. Pascal Soriot and Tyrell Rivers, Ph.D., members of our board of directors, are the"
0001636282,"Aeglea BioTherapeutics, Inc.",Vance Granville,"development company. Mr.&nbsp;Tyler previously worked as Vice President, Manufacturing of KBI Biopharma Inc., a biopharmaceutical development and manufacturing company from January until November 2011"
0001636282,"Aeglea BioTherapeutics, Inc.",Chemical Engineering,"Georgiou, Ph.D. Dr.&nbsp;Georgiou has served as a director since December 2013. Since August 1986, Dr.&nbsp;Georgiou has served on the faculties of Chemical Engineering, Biomedical Engineering and Mol"
0001636282,"Aeglea BioTherapeutics, Inc.",Cornell Law,"Corporate Treasurer and Head of Tax. From 1997 to 2005 Mr.&nbsp;Mahatme worked for Pfizer Inc., a pharmaceutical company, where he served in senior roles in business development and corporate tax. Mr."
0001636282,"Aeglea BioTherapeutics, Inc.",Joseph E. Tyler,"President, Dr.&nbsp;David&nbsp;G. Lowe; our Vice President, Research, Dr.&nbsp;Scott&nbsp;W. Rowlinson; and our Vice President, Manufacturing, Joseph E. Tyler during the year ended December&nbsp;31, 2"
0001674365,Aptinyx Inc.,Joseph Moskal,"$1.7&nbsp;billion in total deal value, $560&nbsp;million of which it agreed to pay up front. Our Chief Scientific Officer, Joseph Moskal, Ph.D., pioneered our NMDAr modulation approach, starting"
0001674365,Aptinyx Inc.,Norbert G. Riedel,"are highly dependent on our management, scientific and medical personnel, including our Chief Executive Officer, Norbert G. Riedel, Ph.D. Despite our efforts to retain valuable employees, members"
0001674365,Aptinyx Inc.,New Leaf,"of our executive officers, directors, principal stockholders, and their affiliates, including investment funds affiliated with Bain Capital Life Sciences, Adams Street, New Leaf Ventures, Longitude,"
0001674365,Aptinyx Inc.,David R. Houck,"David R. Houck, Ph.D., has served as our Chief Development Officer since April 2018. He previously served as our Vice President for Drug Development"
0001674365,Aptinyx Inc.,Baxter Canada,"as senior vice president of strategy and business development. Prior to that he held a number of commercial leadership positions including general manager of Baxter Canada, global franchise head for"
0001674365,Aptinyx Inc.,Joseph R. Moskal,"Joseph R. Moskal, Ph.D., has served as our Chief Scientific Officer since July 2015. He founded Naurex in September 2006 and served as its chief"
0001674365,Aptinyx Inc.,Aevi Genomic,"directors of Aevi Genomic Medicine, Inc. and W.W.&nbsp;Grainger,&nbsp;Inc. He currently serves on the boards of private companies Harmony Biosciences,&nbsp;LLC, ReliefBand"
0001674365,Aptinyx Inc.,Public Equity,"Dr.&nbsp;Koppel worked at Biogen,&nbsp;Inc. where he served as executive vice president of corporate development and chief strategy officer. Prior to joining Bain Capital Public Equity in 2003,"
0001674365,Aptinyx Inc.,Development Head,"Partners, and concentrates on biopharmaceutical investing. Dr.&nbsp;Ratcliffe joined New Leaf in September 2008. Dr.&nbsp;Ratcliffe was previously Senior Vice President and Development Head for"
0001674365,Aptinyx Inc.,Exploratory Development,"Pfizer Neuroscience, as well as Worldwide Head of Clinical Research and Development. Additional positions during his 12&nbsp;years at Pfizer included Vice President of Exploratory Development for"
0001674365,Aptinyx Inc.,Entities Affiliated,Entities Affiliated with LVP Life Science Ventures(2)
0001674365,Aptinyx Inc.,Entities Affiliates,Entities Affiliates with LVP Life Science Ventures(11)
0001674365,Aptinyx Inc.,Adam M. Koppel,"Sciences Investors, LLC and collectively are holders of five percent or more of our capital stock. Adam M. Koppel, M.D., Ph.D., a Managing Director of Bain Capital Life Sciences Investors, LLC, is a"
0001659352,"Codiak BioSciences, Inc.",Linda Bain,"including Douglas Williams, Ph.D., our Chief Executive Officer, Linda Bain, our Chief Financial Officer, Richard Brudnick, our Chief Business Officer, Andrea DiFabio, our Chief Legal Officer, and Kons"
0001659352,"Codiak BioSciences, Inc.",Richard Brudnick,"including Douglas Williams, Ph.D., our Chief Executive Officer, Linda Bain, our Chief Financial Officer, Richard Brudnick, our Chief Business Officer, Andrea DiFabio, our Chief Legal Officer, and Kons"
0001659352,"Codiak BioSciences, Inc.",Konstantin Konstantinov,"including Douglas Williams, Ph.D., our Chief Executive Officer, Linda Bain, our Chief Financial Officer, Richard Brudnick, our Chief Business Officer, Andrea DiFabio, our Chief Legal Officer, and Kons"
0001659352,"Codiak BioSciences, Inc.",Anderson Cancer,"MD Anderson Cancer Center, or MDACC, and Raghu Kalluri, M.D., Ph.D., recruited executives, including Douglas Williams, Ph.D., our President and Chief Executive Officer, and Linda Bain, our Chief Finan"
0001659352,"Codiak BioSciences, Inc.",Raghu Kalluri,"MD Anderson Cancer Center, or MDACC, and Raghu Kalluri, M.D., Ph.D., recruited executives, including Douglas Williams, Ph.D., our President and Chief Executive Officer, and Linda Bain, our Chief Finan"
0001659352,"Codiak BioSciences, Inc.",Portfolio Strategy,Mr.&nbsp;Brudnick served as Biogen&#146;s Senior Vice President of Corporate Development since 2014. Mr.&nbsp;Brudnick joined Biogen in 2001 and held senior positions in the areas of Portfolio Strateg
0001659352,"Codiak BioSciences, Inc.",Late Stage,"since January 2019. Prior to joining our company, Dr.&nbsp;Konstantinov served as Vice President, Late Stage Development of Sanofi Genzyme since February 2007 and in various positions at Bayer HealthC"
0001659352,"Codiak BioSciences, Inc.",Sanofi Genzyme,"since January 2019. Prior to joining our company, Dr.&nbsp;Konstantinov served as Vice President, Late Stage Development of Sanofi Genzyme since February 2007 and in various positions at Bayer HealthC"
0001659352,"Codiak BioSciences, Inc.",Infinity Discovery,"Director of the Eli and Edythe L. Broad Institute, a biomedical research institute formed by MIT and Harvard University. In 2001, Dr.&nbsp;Lander co-founded Infinity Discovery, Inc., a pharmaceutical "
0001659352,"Codiak BioSciences, Inc.",Steven Gillis,"Steven Gillis, Ph.D. is our current chairman of the board and we plan to keep this role separated from the role of Chief Executive Officer following the completion of"
0001659352,"Codiak BioSciences, Inc.",Metastasis Research,Department Chair and Professor of the Department of Cancer Biology and the Director of the Metastasis Research Center at the University of Texas M.D. Anderson Cancer Center. &nbsp;
0001659352,"Codiak BioSciences, Inc.",Abigail P. Johnson,"the Vice Chairman, the Chief Executive Officer and the President of FMR LLC. Members of the Johnson family, including Abigail P. Johnson, are the predominant owners, directly or through trusts, of Ser"
0001659352,"Codiak BioSciences, Inc.",Texas System,"institution of the University of Texas System. Raghu Kalluri, M.D., Ph.D. served as Department Chair and Professor of the Department of Cancer Biology and the Director of the Metastasis Research Cente"
0001702956,"Cirius Therapeutics, Inc.",Jerry Colca,"co-founder Jerry Colca, Ph.D., played a key role. Dr.&nbsp;Colca was also involved in the selection and early development of the first generation TZD, pioglitazone."
0001702956,"Cirius Therapeutics, Inc.",Robert Baltera,"Our Chief Executive Officer, Robert Baltera, Jr., is a veteran pharmaceutical executive, having served as CEO of cardiovascular-focused Laguna"
0001702956,"Cirius Therapeutics, Inc.",Howard Dittrich,"Pharmaceuticals and fibrosis-focused Amira Pharmaceuticals and held a number of senior management positions over 17&nbsp;years at Amgen. Our Chief Medical Officer, Howard Dittrich, M.D., has over 20&n"
0001702956,"Cirius Therapeutics, Inc.",Brian Farmer,"Howard Dittrich, M.D., who serves as our Chief Medical Officer, Brian Farmer, who serves as our Chief Business Officer and Chief Financial Officer, and Jerry Colca, Ph.D., who serves as our Chief Scie"
0001702956,"Cirius Therapeutics, Inc.",Myers Squibb,"Pharmaceuticals, Inc., or Amira, a private pharmaceutical development company, a position he held from July 2007 through September 2011 when Amira was sold to Bristol-Myers Squibb. Before becoming Ami"
0001702956,"Cirius Therapeutics, Inc.",Abboud Cardiovascular,"Medicine and, since January 2012, has served as chair of the board of directors of the Fran&ccedil;ois M. Abboud Cardiovascular Research Center at the University of Iowa Carver College of"
0001702956,"Cirius Therapeutics, Inc.",Iowa Carver,"Medicine and, since January 2012, has served as chair of the board of directors of the Fran&ccedil;ois M. Abboud Cardiovascular Research Center at the University of Iowa Carver College of"
0001702956,"Cirius Therapeutics, Inc.",Pfizer Central,"President of Research, Senior Vice President of Sales and Marketing, Senior Vice President of Operations and Executive Vice President. Previously, Dr.&nbsp;Fenton worked as a researcher at Pfizer Cent"
0001702956,"Cirius Therapeutics, Inc.",Hopen Life,"from 1988 to 2000 and as Chairman of the board of directors from 1991 to 2003. Mr.&nbsp;Jandernoa is a general partner of 42 North Partners, a member of the board of directors of Hopen Life Science Fu"
0001702956,"Cirius Therapeutics, Inc.",Van Andel,"directors and Chief Executive Officer of the Van&nbsp;Andel Institute for Education and Medical Research, a biomedical research and science education organization, a position he has held since 1996. M"
0001702956,"Cirius Therapeutics, Inc.",Lilly Research,"Director, Lilly Research Center U.K., and Vice President of Clinical Investigation and Regulatory Affairs. He joined Parke-Davis in 1993, becoming Senior Vice President of Worldwide Clinical Research "
0001654151,"Deciphera Pharmaceuticals, Inc.",Daniel L. Flynn,"Officer, and the research expertise on kinase switch control inhibition of Daniel L. Flynn, Ph.D., our founder and Chief Scientific Officer, as well as the other principal members of our management, s"
0001654151,"Deciphera Pharmaceuticals, Inc.",Michael D. Taylor,"Michael D. Taylor, Ph.D. has served as our President and Chief Executive Officer since March 2014 and as a member of our board of"
0001654151,"Deciphera Pharmaceuticals, Inc.",Combinatorial Chemistry,"Director, Medicinal Chemistry at Amgen Inc., and Director of Medicinal Chemistry, Combinatorial Chemistry and Research Fellow at Monsanto Company, G.D. Searle Unit. Dr.&nbsp;Flynn is currently Adjunct"
0001654151,"Deciphera Pharmaceuticals, Inc.",Research Fellow,"Director, Medicinal Chemistry at Amgen Inc., and Director of Medicinal Chemistry, Combinatorial Chemistry and Research Fellow at Monsanto Company, G.D. Searle Unit. Dr.&nbsp;Flynn is currently Adjunct"
0001654151,"Deciphera Pharmaceuticals, Inc.",Adjunct Professor,"Director, Medicinal Chemistry at Amgen Inc., and Director of Medicinal Chemistry, Combinatorial Chemistry and Research Fellow at Monsanto Company, G.D. Searle Unit. Dr.&nbsp;Flynn is currently Adjunct"
0001654151,"Deciphera Pharmaceuticals, Inc.",Oliver Rosen,"Oliver Rosen, M.D. has served as our Chief Medical Officer since June 2014. Prior to joining Deciphera, Dr.&nbsp;Rosen served as"
0001654151,"Deciphera Pharmaceuticals, Inc.",The Takeda,"Vice President of Global and U.S. Medical Affairs at Millennium: The Takeda Oncology Company from December 2009 to June 2014, and from March 2006 to November 2009, he held senior medical affairs and c"
0001654151,"Deciphera Pharmaceuticals, Inc.",James A. Bristol,"James A. Bristol, Ph.D. has served as a member of our board of directors since August 2007, as chairman since February 2015 and as co-chairman from September 2007 to February 2015. Dr.&nbsp;Bristol wo"
0001654151,"Deciphera Pharmaceuticals, Inc.",Discovery Research,"various senior research and development roles. From 2003 until his retirement in 2007, Dr.&nbsp;Bristol served as Senior Vice President of Worldwide Drug Discovery Research at Pfizer Global Research&n"
0001654151,"Deciphera Pharmaceuticals, Inc.",Farber Cancer,"as President and Chief Executive Officer of the Dana-Farber Cancer Institute, Chief Executive Officer of Dana-Farber/Partners CancerCare, Director of Dana-Farber/Harvard Cancer Center and a Trustee of"
0001654151,"Deciphera Pharmaceuticals, Inc.",Harvard Cancer,"as President and Chief Executive Officer of the Dana-Farber Cancer Institute, Chief Executive Officer of Dana-Farber/Partners CancerCare, Director of Dana-Farber/Harvard Cancer Center and a Trustee of"
0001654151,"Deciphera Pharmaceuticals, Inc.",George K. Baum,"immunology, first as its Chief Financial Officer and then as its President and Chief Executive Officer. Prior to Viracor, Mr.&nbsp;Martin was with George K. Baum&nbsp;&amp; Company, where he served as"
0001654151,"Deciphera Pharmaceuticals, Inc.",Development Head,"Senior Vice President and Development Head for Pfizer Neuroscience, as well as Worldwide Head of Clinical Research and Development. Additional positions during his 12 years at Pfizer Inc. included Vic"
0001654151,"Deciphera Pharmaceuticals, Inc.",Exploratory Development,"Senior Vice President and Development Head for Pfizer Neuroscience, as well as Worldwide Head of Clinical Research and Development. Additional positions during his 12 years at Pfizer Inc. included Vic"
0001654151,"Deciphera Pharmaceuticals, Inc.",Carta Proteomics,"Managing Partner at SV Health Investors, LLC, a venture capital firm that he joined as a venture partner in 2001. Previously, Dr.&nbsp;Ross served as the Chief Executive Officer of CyThera, Inc., Cart"
0001654151,"Deciphera Pharmaceuticals, Inc.",John Martin,"Lawrence, Kansas. One of our directors, John Martin, has been an employee of CRL since February 2014 in various executive roles and became President and Chief Executive Officer in January 2015. Mr.&nb"
0001640455,"Jounce Therapeutics, Inc.",Richard Murray,"drive the development of our early discovery programs, JTX-4014 and JTX-2011. Our chief executive officer, Dr.&nbsp;Richard Murray, our chief scientific officer, Dr.&nbsp;Deborah Law, and our"
0001640455,"Jounce Therapeutics, Inc.",Deborah Law,"drive the development of our early discovery programs, JTX-4014 and JTX-2011. Our chief executive officer, Dr.&nbsp;Richard Murray, our chief scientific officer, Dr.&nbsp;Deborah Law, and our"
0001640455,"Jounce Therapeutics, Inc.",James Allison,"Trehu, our chief medical officer, has significant oncology drug development and commercialization experience. Two of our founders, Dr.&nbsp;James Allison and Dr.&nbsp;Padmanee Sharma of the"
0001640455,"Jounce Therapeutics, Inc.",Stephen G. Farrand,"Our chief executive officer, Dr.&nbsp;Richard Murray, our chief scientific officer, Dr.&nbsp;Deborah Law, and our chief technical officer, Dr.&nbsp;Stephen G. Farrand, each have successful track"
0001640455,"Jounce Therapeutics, Inc.",Elizabeth Trehu,"through the Biologics License Application, or BLA, approval of the product Keytruda. Additionally, Dr.&nbsp;Elizabeth Trehu, our chief medical officer, has significant oncology drug development and"
0001640455,"Jounce Therapeutics, Inc.",Elizabeth G. Trehu,"Elizabeth G. Trehu, M.D. , joined Jounce as our chief medical officer in November 2015. Prior to joining Jounce, Dr.&nbsp;Trehu served as the chief"
0001640455,"Jounce Therapeutics, Inc.",Human Genome,"Mr.&nbsp;Karsen was chief executive officer of Pearl Therapeutics&nbsp;Inc., from 2009 to 2010. Earlier in his career, Mr.&nbsp;Karsen held executive positions at Human Genome"
0001640455,"Jounce Therapeutics, Inc.",Myers Squibb,"Sciences,&nbsp;Inc., Bristol-Myers Squibb&nbsp;Co., Genentech,&nbsp;Inc. and Abbott Laboratories. He is a member of the boards of directors of publicly traded life sciences companies Intellia"
0001640455,"Jounce Therapeutics, Inc.",Harbour Antibodies,"the boards of directors for numerous companies, including BioAssets Development Corporation,&nbsp;Inc., EpimAb Biotherapeutics,&nbsp;Inc., Harbour Antibodies&nbsp;BV, Lycera Corporation, Opsonic"
0001513157,"Lumena Pharmaceuticals, Inc.",High Bluff,"President and Chief Executive Officer Lumena Pharmaceuticals, Inc. 12531 High Bluff Drive, Suite 110"
0001513157,"Lumena Pharmaceuticals, Inc.",Michael Grey,"Michael Grey. &nbsp;&nbsp;&nbsp;&nbsp;Mr.&nbsp;Grey is one of our co-founders and is our President and Chief Executive Officer, a"
0001513157,"Lumena Pharmaceuticals, Inc.",Advanced Tissue,"Financial Officer and Vice President of Finance of Elitra Pharmaceuticals Inc.; General Manager of the cartilage joint venture between Advanced Tissue Sciences, Inc., or ATS, and Smith&nbsp;&amp; Neph"
0001513157,"Lumena Pharmaceuticals, Inc.",Tandem Diabetes,"directors of Tandem Diabetes Care, Inc., a medical device company. From 1987 to 1996, Mr.&nbsp;Greene was the Chief Executive Officer of Amylin Pharmaceuticals, Inc., a biosciences company he co-found"
0001673772,"RAPT Therapeutics, Inc.",Our President,"drug discovery and development and translational areas essential to execute on this approach. Our President and Chief Executive Officer, Brian Wong, M.D., Ph.D., previously served as Senior Vice"
0001673772,"RAPT Therapeutics, Inc.",Brian Wong,"drug discovery and development and translational areas essential to execute on this approach. Our President and Chief Executive Officer, Brian Wong, M.D., Ph.D., previously served as Senior Vice"
0001673772,"RAPT Therapeutics, Inc.",William Ho,"President, Research, and Head of Immuno-Oncology at Five Prime Therapeutics and Director of Research in the Inflammation Disease Biology Area at Roche. William Ho, M.D., Ph.D., our Chief Medical Offic"
0001673772,"RAPT Therapeutics, Inc.",Dirk Brockstedt,"Igenica Biotherapeutics and the development of multiple products at Genentech including Gazyva and Venclexta. Our Chief Scientific Officer, Dirk Brockstedt, Ph.D., previously served as Executive Vice "
0001673772,"RAPT Therapeutics, Inc.",Our Vice,"Biotech. Our Vice President, Quantitative and Computational Biology, Paul Kassner, Ph.D., previously served as Director of Research and Head of the Genome Analysis Unit at Amgen. Before joining RAPT, "
0001673772,"RAPT Therapeutics, Inc.",Genome Analysis,"Biotech. Our Vice President, Quantitative and Computational Biology, Paul Kassner, Ph.D., previously served as Director of Research and Head of the Genome Analysis Unit at Amgen. Before joining RAPT, "
0001673772,"RAPT Therapeutics, Inc.",David Wustrow,"Preclinical Development, David Wustrow, Ph.D., most recently served as Vice President, Chemical and Pharmaceutical Sciences at Cleave Biosciences. Our Vice President, Finance and Corporate Controller,"
